,Reviews,Ratings,Sentiment
120,HDFC approached me to take a personal loan. I got the interest rate for 15% and the loan amount was Rs. 1 lakh but Rs. 96000 was credited to my account remaining they have charged a processing fee Rs. 4000. I'm paying a EMI amount of Rs. 4500 with the duration of 24 months. They told me that i can do pre-closure after 6 months.,4.0,1
121,"When I applied a personal loan from INCRED, they offered a loan amount of 5L but once all the process was done they have disbursed only 1L  which is less when compared to my requirement.  The tenure period of 2 years. The processing fee amount was deducted for 5K. Rate of interest of  26% which is high. The process was lengthy took almost a month to  disburse the amount. There was GST charge of  1,600 rupees which was not intimated from banker.  Pre closure is applicable  after 6 months.",1.0,0
122,"Interest rates are on a higher side in TATA Capital, its because of my personal emergency i got the loan. They have provided me a pre-approved loan even though my credit score is low. Provided interest rate of 19.49% is more when i compared to others. I pay the EMI amount of Rs. 23000  for the loan amount of Rs. 7 lakhs.",5.0,1
123,I'm not happy with the personal loan provided by HDFC because they have provided me a higher interest rate when i differentiate with others. They quoted me a higher amount to provided to me but i got the loan amount of Rs. 1.91 lakhs. Loan service is not comfortable for me. They have disbursed the loan as per their promised time.,1.0,0
124,"Last 2 years back, i have taken the personal loan from Axis bank because the branch is near to my home. I have done the pre-closure and there is no additional charges for that. Within  a week, they have sent me a NOC letter to my mail id. I have selected the duration of 4 years.",5.0,1
125,INDUSIND process was faster than others and i find it quite fine and the process was smooth. I had applied the loan amount of Rs. 3.50 lakhs and they have sanctioned my loan in 2 weeks. I find the interest rate is more anyway its fine for me. I have selected the tenure period of 4 years. I recommend this loan to others.,5.0,1
126,"In my Incred personal loan, they said the interest rate is 16% and they have not informed me about the GST charges. I applied the loan amount of Rs. 1.50 lakhs and I got the amount of Rs. 1.35% in my hand. I have selected the duration of 2 years and I'm paying the EMI amount of Rs. 8200. They have taken almost 40 days to sanctioned this loan. There is no proper response and no follow up from Incred.",4.0,1
127,"I have taken a personal loan from RBL Bank and their service was good service. The loan amount was Rs. 50k  and the rate of interest was normal.  I am paying EMI of Rs. 5000 with the tenure of  1 year. Customer service was good , i got an offer from bank so i applied.",5.0,1
128,"I have taken a personal loan from BAJAJ FINANCE. The rate of interest was very high very high 33% and the loan amount was Rs. 1l. I am paying EMI of 4700rupees, and now  this loan is going to complete by this July. I opted for 36 months, customer service was very good.",5.0,1
129,"For the family function, i had applied for a personal loan from Incred because its easy to apply the loan through online and i can get it easily. I have applied the loan amount of Rs. 1.50 but i have received around Rs. 1.37 lakhs because they have deducted some charges for processing fee. I have selected the duration of 2 years. They took 15 days to sanction this loan. They have provided me an interest rate of 28%.",3.5,0
130,"I have applied a personal loan from ICICI Bank for  the loan amount of  Rs. 1.60L . The rate of interest was normal and i am paying EMI of 3800 rupees with  tenure period of 48 months. Pre closure charges is not applicable, I got an offer for a loan with the less rate of interest.",5.0,1
131,I have availed personal loan directly through Bajaj Finserv.The rate of interest and the processing fee was very high .I need to pay 6 more EMI to close this loan.This loan was sanctioned very quickly  and got the loan amount less than 24hours.I am paying the premium on time without any delay.,3.0,0
132,I have applied Bajaj Finserv  personal loan through online. The rate of interest and the processing fee are very high.  The loan got sanctioned on time and paying the premium through online .There was no extra charges for delay payment and this loan was taken for personal use.,4.0,1
133,I have taken personal loan direclty through HDFC Bank.The rate of interest and the processing fee was nominal and this loan was sanctioned on time .Everything was good to me so far and i am paying the premium on time without any delay.This loan was still active and there was no drawbacks faced.The process was done on quick basis .,5.0,1
134,"I have taken personal loan directly through HDFC Bank .The rate of interest and the processing fee was nominal .I have got best service from this bank.The loan was sanctioned within 3 days of time, I have submitted the required documents and if pay the premium on delay basis then need to pay additional charges for only one month alone.",5.0,1
135,I have taken a personal loan through Bajaj Finserv. The rate of interest and the processing fee are very high and this loan is still active and there was no issues  faced so far. This loan was sanctioned on time without any hassles. I have taken this loan for my personal use only and submitted the required documents as well.,5.0,1
136,I have applied HDFC Bank personal loan through online. When applied for this loan getting good response and the rate of interest was little high that is the only issue. This loan got sanctioned on time. The agent has given all information about the loan process. I am paying the premium on delay basis and there is no extra charges for delay payment.,5.0,1
137,Axis bank offered this personal loan and the rate of interest and the processing fee was very high .I was having immediate requirement hence taken this loan.within 3 days the loan was sanctioned and paid the premium more than 1 year .If pay the premium on delay there are extra charges.The process was very smooth and satisfied .,5.0,1
138,I have taken this HDFC bank personal loan only for personal use.The rate of interest was very high since need money  on urgency taken this loan.I am paying the premium on EMI basis only.If pay the premium on delay basis there is no extra charge.This loan was availed for my personal use only.,4.0,1
139,I have taken Axis Bank personal loan through onlineThis was a pre approval loan and also got on  paperless approval since have salary account .The loan detail was shared  by the agent very clearly.The loan got sanctioned  on time and there was no difficulties faced until this loan was sanctioned .,5.0,1
140,I have applied  a personal loan from Home Credit India Finance through online . The rate of interest and the processing fee are very high. Due to emergency purpose  take  this loan and the loan amount was sanctioned on time .There was proper callback and follow up from bank end and the agent shared the loan process very clearly .I am really satisfied with the service so far.,4.0,1
141,I have availed shubh  personal loan through online .This loan was sanctioned on delay basis due to public holidays. It took 5 to 6 days and the rate of interest and the processing fee was very high since got requirement taken this loan at that time. The service was really satisfied.,4.5,1
142,Axis bank offered personal loan this was a pre approval loan.I have got this loan on paperless approval since have salary account .I have got this loan within 2 hours and completed 1 month EMI so far.if need any loans after 3 months can get from the same bank this update was shared by the agent.,5.0,1
143,I have  got this Incred personal loan through online .The rate of interest and the processing fee was very high .This loan is still active and i am paying the premium .Customer service is not upto the mark.Everything was good to me so far .This loan was sanctioned immediately.The loan process was clearly explained by the agent and the service was average.,3.0,0
144,I have applied for personal loan with  Edelweiss  Retail Finance Private Ltd .The loan got very quickly and the  rate of interest  was very  less and  the processing fee  was very high.The loan process  was clearly  explained as well  told after  8 months can apply for another  loan .I am paying the emi basis  premium is paid .Auto  debit faciltiy is not working  that is the issue.,4.0,1
145,I have taken a personal loan through Edelweiss Retail Finance  Limited through online. The due date was 1st of every month this should be changed after 10th of every month then it will be helpful. The loan was got sanctioned on time and  I am satisfied with the service .,1.0,0
146,I have taken a personal loan directly through Home credit India finance private limited .The rate of interest was very high since have requirement at that time I have taken this loan.There is no extra charges if pay the premium on delay basis.There was proper acknowledgement and response.,4.0,1
147,I have taken a personal loan directly through IDFC First Bank.The loan got sanctioned immediately without any hassles. The customer service was really good and getting proper response. I am paying the premium on EMI  basis and this loan is still active. I am much convenient with the overall service.,4.0,1
148,I have availed personal loan through IDFC First Bank. The   rate of interest  was very high and this loan got  sanctioned on time. From bank end there  was proper response and  documents submitted through bank.The process was very fast and totally satisfied with the service. Still  this loan is active and everything was good so far.,4.0,1
149,I have taken a personal loan from CAPITAL FIRST and the loan amount was Rs. 1.89L. The rate of interest was nominal and i am paying EMI of Rs.7630 and the tenure period was 3 years. Earlier i had a two wheeler loan based on this got a personal loan offer.,5.0,1
150,I have applied for personal loan through IDFC First Bank.This loan was availed for my personal use and the rate of interest and the processing fee  was very high .This loan was sanctioned on time without any difficulties. The loan process was clearly shared  by the agent .,4.0,1
151,I have applied Bajaj Finserv personal loan through online .The rate of interest was very high and also this was unsecured loan. The loan was sanctioned on time and   disbursed within 8 hours. I have taken this loan for my personal as well as business use.,4.0,1
152,I have taken a personal loan from HDFC Bank and the rate of interest was very low of 11.5%. The loan amount was Rs. 3L and I am paying EMI of 6700 rupees with the tenure period  of 60 months. Pre closure charges are applicable after one year and I applied this loan with other portal.  I would suggest they need to improve in customer service.,4.0,1
153,I have applied TATA Capital personal loan through online.       I have not availed this loan since salary was very less excluding incentive. Not yet submitted any of my documents for this loan .The loan process was clearly shared by the agent. The service was better according to my experience.,5.0,1
154,"In Bajaj Finance, they have given me a loan within 5 minutes. Bajaj Finance is providing good service to the customer. Based on my other loan, i have selected the same institution. I am having a Bajaj Finance app whenever i need any loan, i will apply directly and they won't collect any documents. They gave me a interest rate of 27% for the loan amount of Rs. 1.15 lakhs. The loan is still going on and i have already paid 14 EMIs and yet to pay 22 EMIs.",5.0,1
155,"I have taken a personal loan from SBI, the loan amount was Rs. 10L. The rate of interest was high 14% and i am paying EMI 23,000 for the tenure period of 5years. I applied this loan directly through bank that was very easy process and i received this loan within 2 days,  pre closure charges are not known.",3.0,0
156,Already i have taken my existing loan with HDFC and the loan service is very comfortable so again i applied my personal loan with them. The loan amount was Rs. 1.5 lakhs for the duration of 3 years but later have dropped this plan due to personal issues.,4.0,1
157,"I have applied personal loan directly from SBI. Process was very good and i received this loan with in 2 -3 days. Even my credit score was good, i have submitted all my documents and i signed so it got approved. The rate of interest was very less with the tenure of 2 years and EMI 6000 , their service was good.",4.0,1
158,"I have taken a personal loan from HDFC on 2 years before, within few days it got sanctioned. At that time I was in need of 75K only got the same amount. The rate of interest 14% and processing fee of 3K.  I had not faced any payment issue. Once closed the loan I have received NOC letter on time.",5.0,1
159,I have applied HDFC Bank personal loan through online its because was searching for a vehicle loan where i saw an offer from bank website that personal loan offer with the interest of 10.5%. But after applying its upto 19.9% so I had gone with other bank.,2.0,0
160,"I have applied a TATA CAPITAL personal loan through online. The rate of interest was very high so i have declined this offer from my side. In future, if they provide me convenient rate of interest surely i will take this loan and i will recommend to others also.",3.0,0
161,"I have taken a personal loan from AXIS bank on 5 years back. The process was good and within 2 days sanctioned the loan. But I have closed the loan by  2-3 months, because I got the money from other source. The loan amount which was provided of 1L with tenure period of 2 years.  Since banker has offered no limit and no charge for preclosure so I had closed the lone at earlier.",5.0,1
162,"I have taken a personal loan from CANARA Bank and the loan amount was Rs. 3L. The rate of interest was normal and still its active, i have taken for the tenure of 3 years.  I am paying EMI of Rs. 9000 and they given a good service and it got approve with in 3 days.",5.0,1
163,"I have applied a personal loan from HDFC Bank through online. I asked  for Rs. 3L but they are not giving because i have less service.  Since i am working in Government organization, i have three more years for retirement so am not eligible for the loan.",3.0,0
164,"I have taken a personal loan from SBI on last 6 months back. The rate of interest around 12.75% and processing fee was detected of 0.5% is less. The loan amount of  6.50L which is sufficient. Since I am holding a salary account with this bank so I got pre approved loan offer, they have provided the amount within 4-5 days and tenure period is 6 years. There is a  pre closure option with charges of high around 2-3% but the locking period is 6 months. Am EMI around 12,800 rupees. I use to get remainder message on time for the payment.",5.0,1
165,"I got a call on time from HDFC once I had applied a personal loan through online. The loan amount which was quite low because I was expecting more than that, I preferred tenure period of 5 years but they have offered only for 3 years. The rate of interest was high of around 16% and they told according to my credit score can provide with high interest only. Hence due to all those reasons closed the loan process from my end.",5.0,1
166,"Regarding the medical expenses, i have taken a personal loan from Fullerton. I applied the loan amount of Rs. 1.10 lakhs. They have sanctioned the loan in seven working days. They have offered me a interest rate of 16%. They have deducted the processing fee directly at the time of loan disbursement anyway its normal. I have selected the duration of 5 years in that 3 years already completed.",4.0,1
167,"I had a requirement of Rs. 2 lakhs and HDFC is the only bank were ready to provide this much amount for me based on my eligibility.  It was around 16.5% interest rate, but due to the low credit score my loan got rejected from the bank hence i didn't provide any documents otherwise they are good.",5.0,1
168,I got an offer from HDFC regarding my personal loan. I have applied the loan amount of Rs. 4 lakhs and I have no idea about the interest rates. I could not produce the documents since i was in out of station for a long time hence i could not replied them in the mail. They did a follow up for a long time.,3.0,0
169,"I am happy with HDFC  service, they are very prompt to the customer. I got a call on time for further process. But only the drawback  the rate of interest was  high  of  around 14% when compared to other bank. The loan amount was low when compared my requirement  with tenure period of 3 years. Since rate of interest was high so closed the loan process from my end.",4.0,1
170,"HDFC has offered a good rate of interest of 11.25% . But once I have applied a personal loan through online,  I haven't received a single call from their end. At initial the loan amount which was offered was sufficient of  1.5L with tenure period of 2 years.  I have chosen this bank due to good rate of interest and less tenure period. But banker has closed the loan process and not shared the reason a well.",5.0,1
171,"From Bajaj Finance, i have taken the personal loan because they have done the disbursement immediately. They trusted me and provided the loan also the process is really smooth. I have been paying the EMI amount of Rs. 4500 for the loan amount of Rs. 1 lakh and the interest rate is very high. I'm paying the EMI through ECS option. When i applied the loan, they told me that they will charge Rs. 5000 for processing fee but they have charged me Rs. 8000 which is not fair.",2.5,0
172,"Based on my eligibility i got the personal loan offer from HDFC. They have charged me an interest rate of Rs. 1.95 lakhs for every Rs.100. Due to the higher interest rate, I have cancelled the personal loan and the documentation process was not done.",4.0,1
173,"I have applied HDFC Bank personal loan through online. In my company they are not giving payslips on time so i'm unable to provide the paper due to this reason my application was closed. I given only Aadhar card through online, customer service was good.",4.0,1
174,I have applied for Tata Capital Ltd personal loan through online since the money was necessary at that time .later  the requirement was over hence not availed this loan.The rate of interest was also very high.I have not submitted any of my documents for this loan.Even there was proper response and callback from online as well as Tata Capital Ltd.,1.0,0
175,I have applied for HDFC Bank personal loan through online .I was unable to avail this loan since don't have current address proof with me .I have not submitted any of my documents to the agent. The service was really good but due to documentation this loan was not processed.,4.0,1
176,"I have applied a personal loan directly from SHRIRAM FINANCE. The loan amount was Rs. 50k and the rate of interest was medium 18%. I am paying monthly EMI Rs.  3085 this is a second month,  they called me directly regarding the loan offer and given all my documents then it was approved within 1 week. Customer service and response was good.",4.0,1
177,I have applied for HDFC Bank personal loan through online .I have not availed this loan since got the update someone will come and collect the documents but no one turned up to take documents hence have cancelled the plan. But the rate of interest and the processing fee is okay.,4.5,1
178,"The rate of interest was 18.99%, it was quite nominal according to me .I have got personal loan from Tata Capital Ltd  through online .There was a delay on document process and it took more than 2weeks to sanction this loan other than this the process was much comfortable .",5.0,1
179,I have availed personal loan through HDFC Bank .The rate of interest and the processing fee was very nominal .The loan process was done very quickly and this loan was sanctioned on proper time frame.Bank agent shared all the information about this loan and it was taken only for my personal use,5.0,1
180,I have applied  for Indusind Bank personal loan through online but haven't availed  this loan since my father has taken personal loan from some other source.The rate of interest was very high and there was no difficulties faced so far .I have uploaded the documents through online .,4.0,1
181,I have taken a personal loan from AXIS Bank and i have completed one year. The rate of interest was very high 14.99% and i got less interest with other bank 11.99%. So i did balance transfer from this bank. The loan amount was Rs. 1.25L with the tenure of 4 years  and i am paying EMI 8770. Pre closure charge is there but i am not sure and their service was good.,4.0,1
182,"I have applied a personal loan in Paysense from online channel. The loan amount was Rs. 90,000 and the rate of interest was very high 26%, I am paying EMI of Rs.5055 with the tenure of  3 years and i received this loan within 15 days. Documentation process was excellent service.",5.0,1
183,My salary account is in ICICI bank for last 10 years so local executive's were approached me when i applied this loan through online and they were offered me a interest rate of 18.5%. I have been paying the EMI amount of Rs. 5000 approximately. Processing fee was high and they have put some insurance charges without any prior information.,4.0,1
184,"I have applied the loan amount of Rs. 2.50 lakhs but Indusind Bank offered interest rate was high.  I have selected the duration of 5 years. Executive came to my place for verification and my house is located behind the bank. Due to the higher interest rate, i have canceled the loan from my end.",4.0,1
185,I have not taken HDFC Bank personal loan due to high rate of interest .The agent was clearly explained the whole process of this loan . I have just approached this loan for my personal use. I would suggest them to reduce the rate of interest then it will be good.,5.0,1
186,"I have applied HDFC Bank personal loan through online. I was waiting with my documents to process further but no proper response. And no one came to collect my documents, so i tried with other bank. Customer service and responsiveness was okay.",4.0,1
187,I have applied for Indusind bank personal loan through online .I have not taken the loan since arranged the amount by myself and the requirements are fulfilled. The rate of interest and the processing  fee was was not an issue .I have not given any of my documents to the bank.,3.0,0
188,I have applied for personal loan directly through HDFC Bank. Everything was good to me when applied for this loan but it was not processed from bank end. They didn't provide me any reason regarding the process. The documents are uploaded online and got a proper acknowledgement from bank end .,4.0,1
189,"Since I'm working for TATA project, i have selected the personal loan from TATA  capital and they are offering me a interest rate of 11.5%. I can do a pre-closure after 6 months and the charges are less when i compared to others.  First they have asked me to provide the existing foreclosure documents due to that my loan got rejected.",2.5,0
190,"I have taken a personal loan from HDFC Bank and the loan amount was Rs.3L , the rate of interest was nominal. I am paying EMI 10500 with the tenure of 3 years. Customer service was good,  there is no pre closure charges. I applied this through my net banking and i received this amount within 30minutes.",5.0,1
191,"I have applied a personal loan from HDFC Bank through online. I was waiting for verification call but fortunately,  i got a money from other person so that I have closed my application. After that i got call from the executive and informed the same, customer service was good.",5.0,1
192,I have applied HDFC Bank personal loan through online. Later I met with an accident so couldn't submit my documents to the bank people on time. Even I haven't received any call from the bank and there was no followup too. I wish them to provide good support.,5.0,1
193,"I have applied HDFC Bank personal loan through online. Actually i am having one personal loan which is active and also the rate of interest was very high compare to other bank, so i closed this application. I received a call from the executive regarding the document collection but it doesn't happen hence have approached other banks.",2.5,0
194,"Took my personal loan from Home credit for an emergency, they were ready to provide the loan amount of Rs. 50000 and they have sanctioned my required amount. Interest rate is very high 36%. I have been paying the EMI amount of Rs. 2900 for the loan duration of 3 years.",5.0,1
195,"For my personal expenses, i have tried to get the loan from Incred. I had a eligibility with Incred so I applied the loan amount of Rs. 1.20 lakhs and they have offered me 18% interest rate but they have approved only Rs. 50,000 so that i had rejected the loan from my side.",4.0,1
196,"I have taken HDFC  bank personal loan through online. This loan  was availed for my personal use and rate of interest, processing fee was not an issue. Everything is good to me so far and documents are submitted through agent only .This loan was sanctioned on proper time frame without any delay.There was proper callback and  follow up from bank end .",5.0,1
197,From HDFC Bank. i have applied  a personal loan through online. Actually I have applied the loan for Rs. 1.50L then recognized that not to go  because the rate of interest was  high 13% so cancelled the application from my end. Customer service was good.,3.0,0
198,"I am having my salary account over there in HDFC hence i have given the first preference to this bank. I don't know the exact reason for not sanctioning the loan it may be because of my previous loan experience. They have offered me a interest rate around 14.5%. They have not done proper follow up with the customer and nobody called me, i need to rush the bank regarding the application status.",3.0,0
199,"I have applied a personal loan from INDUSIND Bank through online. I request to close this application, because the rate of interest was very high 10.79%. I have given all my documents and their customer service and responsiveness was good. Only the interest rate to be reduced.",3.0,0
200,"For the home renovation purpose and for the hospital expenses, i have applied this personal loan from HDFC because its a best bank. I have applied the loan amount of Rs. 3 lakhs and they have offered me an average interest rate. I have selected the duration of 5 years to close this loan.",5.0,1
201,I have applied for HDFC Bank personal loan through online .I have not taken this loan since no requirement .I was not having any difficulties with the rate  of interest and the processing fee.The agent shared the whole process of this loan very clearly and the process was much comfortable.,5.0,1
202,I have taken Axis Bank personal loan directly through online .The rate of interest was very high and i have applied this loan for my personal use.This loan is still active on my account .There was proper response as well as follow up from bank end .The service was very average according to my experience .,3.0,0
203,I'm a valuable customer of HDFC. I have taken two personal loan and holding the salary account from HDFC hence i have selected HDFC bank. No one visited to my place for collecting the documents. I have applied the loan amount of Rs. 5 lakhs and they have offered me a interest rate of 11% approximately. There is no proper follow up from HDFC bank.,2.0,0
204,I have applied for HDFC Bank personal loan through online also I have been applied this loan with them directly and later the offer was cancelled and I didn't took any loans .I was not having any issues with the rate of interest and the processing fee.There was proper response as well as callback from bank end .,4.0,1
205,I have taken a personal loan amount of Rs. 2L from AXIS Bank and they have sanctioned my loan within 24 hours since I had applied this loan through online. They have provided me a nominal interest rate. I have been paying the EMI amount of Rs. 4969 for the tenure period of 5 years. They do not have a part payment and pre- closure facility.,5.0,1
206,TATA CAPITAL has offered high rate of interest was 18to 21% they cant negotiated an interest as well.  The process was done on time. The loan amount was  sufficient of 3.5L with tenure period of 1 year.  Due to high interest rate I have not processed for further.,2.0,0
207,"I have taken Bajaj finance personal loan and the loan amount was Rs. 1L. The rate of interest was normal with the tenure period of 2 years and i am paying emi of Rs.4420. Pre closure charges is there but i am not sure. They didn't asked many documents, based on my CREDIT score i got this offer.",3.0,0
208,I have applied for personal loan through online but later it was not processed from bank end .I have uploaded my documents through online .I was not having any difficulties with the rate of interest and the processing fee .There was proper callback and follow up from bank end .,5.0,1
209,I have applied a personal loan from CITI Bank through online. The rate of interest was high 12.99%  so i informed them to close my application. Other banks are offering less rate of interest and i have not given any documents. Customer service was fine.,4.0,1
210,I have taken personal loan through HDFC Bank directly .The rate of interest and the processing fee was very high due to my requirement i have taken this loan. I have got this loan on delay basis it took 2 to 3 months and not got any reason.This loan is still active and i am paying the premium.,5.0,1
211,I have applied for HDFC Bank personal loan through online .I have not availed this loan since busy with personal work not availed this loan .I have got proper callback and response from bank end .There was no issues faced when applied for this loan and the servive was ok.,5.0,1
212,"Its because of the known interest rates when i differentiate with different bank, i have applied the personal loan from Indusind bank with the amount of Rs. 12 lakhs. I have visited the branch directly and the response was good. I have completed the documentation process also. Chosen the tenure period of 5 years.",4.0,1
213,I got a call on delay from TATA CAPITAL like 4-5 days. To complete the whole process they took 2 weeks.  I have provided all my required documents. The amount was sufficient within tenure period of 3 yeas. The  rate of interest  of  24%  is high.  Due to high rate of interest closed from my end.  There is an option for pre closure which is applicable  after 3 months.,1.0,0
214,"I have taken a personal loan from AXIS Bank directly. The loan amount was  Rs. 2L and the rate of interest was very normal. I opted for the tenure of 5 years and i am paying EMI of Rs.4981. I was working as a medical rep at that time i had AXIS Bank account, so i got this offer.",5.0,1
215,"I have applied a personal loan from HDFC through online. I received a call on time for further process. The loan amount was okay. Interest rate was good and less of 11.49% when compare to other bank. I do have a salary account with this bank and they have offered a 3 years tenure. Later, I got a preapproved  loan offer directly from the bank with sufficient amount so I had closed this process.",5.0,1
223,"I have taken personal loan through Indusind bank through online .The rate of interest and the processing fee was fine ,this loan was availed for my personal use only.everything was good to me so far and submitted the documents through the agent .I am really satisfied with the service so far .",5.0,1
224,"I got a personal loan offer from INCRED. The process was done on time. The loan amount is sufficient of 1L same amount sanctioned  with tenure period of 2 years. The rate of interest of  28% which is high they have not negotiate. EMI need to pay of  4,200 rupees.",5.0,1
225,I have taken personal loan through indusind bank .Mobile app is not working properly and the agent gave a clear picture about the loan process .The rate of interest and the processing fee was nominal .This loan was taken for personal use and this loan was sanctioned on delay basis .There was proper callback and follow up from bank end as well as online .,3.0,0
226,My personal was taken through incred which was taken through online .This loan was sanctioned on time without any delay .The agent shared all the relevant details about the loan process.I have submitted the documents through the agent and the premium is paid on correct time .everything was good to me so far and i am satisfied with the service .,5.0,1
227,I have not faced any difficulties  when availed Induisnd bank personal loan .The process was very easy and comfortable as well. The rate of interest and processing fee was nominal .This loan got sanctioned  on time  and there was no drawbacks faced so far .This loan was taken for personal use  and submitted documents through agent .,5.0,1
228,"Just to improve the credit score, i have taken the personal loan from Paysense. I bought the loan amount of Rs. 50000 and they have offered me a interest rate of 15%. I have selected the duration of 12 months. They don't give the part payment facility to the customer. I have received the NOC letter via mail. I have paid the EMI amount of Rs. 4900 per month.",3.5,0
229,"For the marriage purpose, i have taken this loan. I like the HDFC bank but they have sanctioned me very less amount hence i have availed the loan with TATA Capital. They have provided me a loan amount of Rs. 1.50 lakhs and got the interest rate of 18% which is quite higher anyway its acceptable. Part payment and pre-closure is available after 6 months.",3.5,0
230,"I have applied a personal loan from TATAT CAPITAL through online. I got a call on time, the process was smooth but  bit  delayed to sanctioned the loan by after 2-3 weeks. The amount was sufficient, I was expected 5L amount but given  only 4L fine for me. The tenure period  of 4 years. The rate of interest  is 19%  which is high. EMI need to pay of around 12K.",3.0,0
231,I have applied for indusind bank personal loan through online.I have not faced any drawbacks so far .The rate of interest and the processing fee was medium and this loan was taken for only personal use .There was proper callback and follow up from bank end as well as from online .,5.0,1
232,I have taken personal loan through  Hdfc Bank it is very easy process .The rate of interest  and processing fee  was very  less and  the  loan was take for personal use .I  have not faced any issues and documents submitted through bank .This loan was sanctioned on time  and emi basis paying the premium.My premium  due date is 6th of every month  if it is changed to 8th  of every month it will be good need some grace time .,5.0,1
233,There is no particular reason for choosing my personal loan from TATA Capital. They have explained me about the interest rate and processing fee. I have taken the loan amount of around Rs. 2.10 lakhs but i had applied for Rs. 3 lakhs because this is the eligible amount for my profile.,4.0,1
234,I have got a pre-approved personal loan from TATA Capital so only i have taken with them. I have received the loan amount of Rs. 80000 and they have provided me a nominal interest rate. I am paying the EMI amount of Rs. 2400 every month. I have opted the tenure period of 4 years.,5.0,1
235,I have taken Indusind bank  personal loan through online.The rate of interest and the processing was fine .This loan was taken for personal use . I have submitted the documents  as well as uploaded the documents .The agent gave a clear picture about the loan process .I am satisfied with the overall service .,4.0,1
236,"HDFC people are very ir-responsible because they were not ready to provide any proper response regarding my personal loan hence I'm totally upset with them. After collecting all the documents 4 to 5 times,  they said will give a call back later there is no follow up at all from them. They were not interested to share the application status to the customer.",1.0,0
237,I have applied for Tata Capital Ltd personal loan through online .The rate of interest was very high hence not taken this loan.There was proper callback and  follow up received from Tata capital.The rate of interest has to be reduced this was my suggestion.,5.0,1
238,"I have applied a HDFC Bank personal loan through online. I got a verification call they are asking  salary slip,  but i am doing business i unable to provide. They said for business person also can avail a loan but they are asking IT file and License. I don't have because i am doing small water business so i unable to take this loan it got closed.",5.0,1
239,I have not availed this HDFC Bank personal  loan since got the loan amount from some other source hence my requirement was over .I was not having any issues with the rate of interest and the processing fee .There was proper callback and follow up when applied for this loan.,4.0,1
240,I have applied  a personal loan from  HDFC on 2 months back. which have got the loan offer through online. The loan amount was low when compared to my need and it has to be closed within 48 months. The rate of interest was high for this loan. The loan process was closed and not aware about the reason.,3.0,0
241,I have applied for personal loan through Tata capital Ltd online .I have not taken this loan since rate of interest was too high hence postponed the plan.Not yet submitted any of my documents for this loan .The loan process was shared by the agent and there was no difficulties faced so far .,4.0,1
242,I have applied for HDFC Bank personal loan .I was getting salary by cash hence dont have income proof due to this reason not taken this loan.I have submitted aadhaar card and pan card as well.There was no issues with the rate of interest and the processing fee.The loan process was shared very clearly by the agent  .,4.0,1
243,"I had applied the loan from TATA Capital but without any prior intimation, they came to my home for verification. I have given all my document including cheque leaf but the loan got rejected and they were not ready to provide the papers to me even though i have requested the same.",1.0,0
244,I have applied for HDFC Bank personal loan through online .I was not having any requirement at that point of time hence postponed my plan.There was no difficulties with the rate of interest and the processing fee.The agent clearly shared all the details about the loan process .I have not given any of my documents for this loan.,5.0,1
245,"I was applied a personal loan from HDFC Bank through online. The rate of interest was very high,  according to monthly installment od  17% which is high,  so they  need to decrease it,  that's is the reason I closed this application.  The customer service and responsiveness was good.",5.0,1
246,I have not taken this personal loan since no salary slips. The loan process was shared by Fullerton as well as online agent and not yet faced any difficulties when applied for this loan.     I am getting salary via cash hence  not having income proof. There was no drawbacks faced so far .,5.0,1
247,I got a personal loan offer from ICICI on one year back. The loan was applied direct to bank and it was sanctioned within one day for the loan amount of 2L.The tenure period of 4 years. The rate of interest was nominal of 10%. EMI need to pay of 5240 rupees. So far I haven't faced any additional issue. Mobile app is user friendly to access. There is pre closure option of 6 months without any charge.,4.5,1
248,I  have not availed for  HDFC Bank personal loan since no callback and response from bank end . Not got any details about the loan process also. This loan was applied online  only and according to me If apply for any products will get proper acknowledgement that is my suggestion.,3.0,0
249,I have taken the personal loan amount of Rs. 2.19 L from INDUSIND and they have sanctioned my loan within 1 minute since I had applied the loan through online. They have provided me a nominal interest rate. I have been paying the EMI amount of Rs. 15213 for the tenure period of 3 years. They do not have a part payment and pre- closure facility. There is no paper documents required.,5.0,1
250,Its for my personal requirement i had applied the personal loan from HDFC because the rate of interest is low. There is no proper follow up from the bank end. I have submitted the documents through online. I have applied the loan amount of Rs. 1 lakh. I have chosen the tenure period of 12 months.,5.0,1
251,"I have taken a personal loan from ICICI on last month. The loan was processed through mobile app and it was sanctioned within a day. The tenure period of 2 years. The rate of interest was nominal and fee amount was deducted of 2200 rupees. EMI need to pay of 3K. I have done my first payment, the amount was deducted through salary account. There is pre closure option of 6 months without charge.",4.5,1
252,My requirement was over hence not availed HDFC bank personal loan.I was not having any issues with rate of interest and the processing fee.I have submitted documents and there was proper callback as well as follow up .other than that there was no issues faced .According tomy experience the service was average.,3.0,0
253,I have applied a personal loan from HDFC Bank. I have given all my documents to the executive my application got closed by bank end. There is a no calls or mess from bank side they have not mentioned any thing. I came to know from online status that loan has been closed.,3.0,0
254,"Just for the household expenses i have purchased the personal loan. It is having a lowest interest rate as per my criteria. HDFC service is better when i compared with others. At the time of applying the loan, i was in a need of Rs. 1 lakh and they were asked me to provide the salary slip which is not available hence the loan got rejected.",5.0,1
